date,AGG,ANGL,BND,BNDX,BWX,CMF,CORP,CWB,EMB,EMLC,FALN,HYG,HYLB,IAGG,ICVT,IGLB,IGOV,IUSB,JNK,LQD,MBB,MUB,PCY,PFF,PFFD,SCHH,SCHQ,SCHZ,SCYB,SPAB,SPBO,SPHY,SPLB,SPMB,SPTL,TFI,TLT,USHY,USIG,USRT,VCLT,VGLT,VMBS,VTC,VTEB,VTEC,VWOB
2025-08-07,99.13,29.09,73.58,49.44,23.05,55.64,97.36,84.68,93.38,25.17,27.01,80.21,36.69,51.22,92.08,50.33,42.43,46.21,96.7,109.76,93.71,104.08,20.78,31.04,19.06,21.06,31.74,23.21,26.37,25.57,29.24,23.64,22.6,22.08,26.46,44.57,87.67,37.31,51.51,56.38,75.94,55.85,46.32,77.41,48.86,97.33,65.78
2025-08-08,98.94,29.1,73.42,49.36,22.98,55.61,97.11,84.49,93.38,25.21,27.02,80.22,36.68,51.13,91.87,50.13,42.31,46.12,96.72,109.41,93.56,104.02,20.8,31.16,19.16,20.86,31.6,23.16,26.39,25.51,29.17,23.64,22.5,22.03,26.36,44.55,87.29,37.3,51.4,55.96,75.6,55.64,46.23,77.2,48.86,97.29,65.77
2025-08-11,99.01,29.11,73.47,49.34,22.91,55.68,97.24,84.46,93.5,25.16,27.03,80.22,36.68,51.14,91.98,50.24,42.19,46.15,96.7,109.58,93.56,104.15,20.82,31.14,19.14,20.76,31.64,23.18,26.39,25.54,29.2,23.63,22.54,22.03,26.39,44.6,87.39,37.31,51.47,55.64,75.78,55.7,46.25,77.3,48.92,97.43,65.84
2025-08-12,99.01,29.13,73.48,49.28,22.97,55.71,97.27,85.28,93.68,25.29,27.09,80.4,36.75,51.09,92.74,50.24,42.26,46.16,96.89,109.68,93.61,104.15,20.88,31.33,19.24,20.88,31.5,23.17,26.42,25.54,29.23,23.68,22.55,22.04,26.26,44.63,86.95,37.38,51.52,56.04,75.78,55.44,46.25,77.38,48.95,97.46,66.01
2025-08-13,99.37,29.24,73.75,49.44,23.09,55.76,97.7,85.66,94.14,25.35,27.19,80.61,36.87,51.19,93.17,50.63,42.56,46.32,97.17,110.26,93.94,104.22,21.04,31.49,19.33,21.06,31.75,23.26,26.49,25.63,29.35,23.74,22.73,22.13,26.48,44.65,87.67,37.49,51.72,56.64,76.33,55.87,46.46,77.69,48.95,97.31,66.32
2025-08-14,99.09,29.16,73.54,49.32,22.94,55.67,97.42,85.31,93.93,25.25,27.14,80.4,36.78,51.1,92.75,50.4,42.28,46.2,96.89,109.88,93.62,104.05,21.0,31.44,19.32,20.89,31.52,23.19,26.44,25.55,29.27,23.7,22.62,22.06,26.27,44.55,87.02,37.4,51.58,56.17,76.0,55.48,46.32,77.47,48.88,97.1,66.18
2025-08-15,98.94,29.19,73.44,49.14,22.94,55.69,97.31,85.39,93.85,25.33,27.16,80.46,36.78,50.98,92.98,50.25,42.25,46.13,96.92,109.74,93.58,104.06,20.9,31.4,19.27,21.02,31.33,23.16,26.45,25.51,29.23,23.69,22.55,22.03,26.11,44.57,86.4,37.41,51.53,56.42,75.78,55.14,46.28,77.37,48.88,97.22,66.1
2025-08-18,98.83,29.18,73.36,49.17,22.89,55.7,97.18,85.59,93.94,25.26,27.14,80.4,36.78,50.97,93.18,50.11,42.18,46.1,96.87,109.54,93.43,104.04,20.87,31.49,19.33,20.83,31.25,23.14,26.45,25.49,29.18,23.69,22.49,22.01,26.06,44.58,86.15,37.39,51.46,56.0,75.54,55.01,46.22,77.28,48.89,97.28,66.14
2025-08-19,99.02,29.19,73.5,49.23,22.87,55.71,97.34,84.8,93.98,25.22,27.12,80.38,36.77,50.99,92.44,50.24,42.12,46.17,96.86,109.71,93.51,104.1,20.86,31.5,19.4,21.21,31.42,23.18,26.42,25.54,29.23,23.69,22.55,22.04,26.19,44.58,86.65,37.4,51.55,57.06,75.75,55.3,46.27,77.39,48.89,97.31,66.21
2025-08-20,99.08,29.18,73.55,49.3,22.9,55.7,97.41,84.75,93.83,25.26,27.13,80.35,36.74,51.05,92.41,50.26,42.17,46.2,96.79,109.76,93.65,104.05,20.81,31.46,19.38,21.3,31.46,23.19,26.41,25.55,29.25,23.68,22.56,22.07,26.25,44.55,86.84,37.37,51.56,57.22,75.78,55.39,46.32,77.41,48.86,97.21,66.11
2025-08-21,98.85,29.12,73.37,49.2,22.76,55.63,97.1,84.72,93.53,25.18,27.06,80.2,36.69,50.94,92.36,50.03,41.87,46.09,96.62,109.34,93.5,103.91,20.75,31.49,19.36,21.23,31.33,23.14,26.39,25.49,29.15,23.64,22.44,22.03,26.13,44.51,86.41,37.32,51.42,57.03,75.4,55.13,46.23,77.19,48.83,97.16,65.89
2025-08-22,99.4,29.36,73.74,49.28,23.0,55.83,97.74,85.96,94.21,25.4,27.31,80.85,37.0,51.07,93.84,50.52,42.38,46.33,97.43,110.2,94.08,104.23,20.93,31.72,19.51,21.59,31.56,23.26,26.59,25.63,29.34,23.81,22.66,22.16,26.31,44.65,87.05,37.6,51.74,57.98,76.14,55.53,46.52,77.68,48.99,97.55,66.34
2025-08-25,99.25,29.33,73.64,49.18,22.82,55.82,97.57,85.76,93.84,25.27,27.26,80.69,36.92,50.96,93.56,50.37,42.02,46.27,97.31,109.91,93.86,104.25,20.87,31.61,19.46,21.44,31.49,23.22,26.56,25.59,29.29,23.79,22.61,22.14,26.26,44.64,86.8,37.55,51.64,57.67,75.91,55.41,46.45,77.52,48.96,97.5,66.1
2025-08-26,99.37,29.37,73.73,49.26,22.91,55.84,97.64,86.04,93.82,25.33,27.32,80.87,36.99,51.04,93.91,50.35,42.15,46.32,97.52,109.99,94.11,104.33,20.86,31.61,19.43,21.39,31.47,23.26,26.59,25.63,29.31,23.84,22.59,22.19,26.24,44.66,86.75,37.63,51.67,57.63,75.88,55.4,46.54,77.58,48.97,97.48,66.09
2025-08-27,99.47,29.41,73.8,49.27,22.92,55.83,97.68,86.08,93.71,25.28,27.35,80.97,37.03,51.03,93.79,50.3,42.18,46.36,97.67,110.03,94.24,104.44,20.83,31.63,19.46,21.56,31.44,23.28,26.61,25.64,29.32,23.87,22.57,22.21,26.23,44.73,86.65,37.68,51.7,58.34,75.82,55.36,46.61,77.59,49.0,97.62,65.99
2025-08-28,99.59,29.4,73.89,49.31,23.0,55.81,97.79,86.39,94.26,25.37,27.37,81.01,37.03,51.09,94.52,50.46,42.43,46.43,97.68,110.2,94.35,104.54,20.97,31.62,19.46,21.5,31.64,23.32,26.65,25.68,29.35,23.87,22.63,22.25,26.38,44.71,87.22,37.67,51.76,58.17,76.02,55.68,46.67,77.67,49.02,97.6,66.34
2025-08-29,99.46,29.38,73.8,49.31,23.0,55.81,97.59,86.28,94.12,25.36,27.32,80.86,37.0,51.05,94.45,50.13,42.41,46.39,97.51,109.8,94.35,104.46,20.92,31.46,19.35,21.61,31.47,23.29,26.57,25.66,29.27,23.84,22.47,22.23,26.22,44.7,86.6,37.63,51.65,58.54,75.51,55.39,46.62,77.49,49.01,97.63,66.24
2025-09-02,98.87,29.19,73.4,49.0,22.76,55.58,96.99,86.05,93.36,25.13,27.15,80.39,36.74,50.92,94.28,49.68,42.01,46.11,96.84,109.05,93.65,103.97,20.8,31.31,19.28,21.27,31.14,23.16,26.41,25.51,29.08,23.66,22.26,22.1,25.96,44.51,85.63,37.36,51.31,57.61,74.8,54.81,46.37,76.99,48.8,97.23,65.7
2025-09-03,99.23,29.28,73.64,49.14,22.82,55.78,97.41,85.82,93.76,25.17,27.24,80.61,36.82,51.03,94.13,50.14,42.1,46.25,97.14,109.7,93.95,104.23,20.93,31.38,19.28,21.28,31.44,23.24,26.48,25.59,29.23,23.73,22.5,22.15,26.21,44.63,86.57,37.45,51.53,57.8,75.56,55.33,46.47,77.37,48.94,97.52,65.98
2025-09-04,99.63,29.37,73.92,49.25,22.86,55.9,97.88,86.06,94.13,25.17,27.33,80.83,36.93,51.14,94.32,50.59,42.09,46.43,97.41,110.45,94.43,104.55,21.05,31.5,19.36,21.4,31.64,23.31,26.57,25.69,29.38,23.79,22.7,22.25,26.4,44.8,87.23,37.55,51.78,58.29,76.25,55.69,46.67,77.77,49.06,97.75,66.24
2025-09-05,100.1,29.46,74.27,49.4,23.06,56.22,98.36,86.56,94.76,25.33,27.4,80.87,36.96,51.25,95.03,51.12,42.62,46.64,97.51,111.17,94.89,105.25,21.27,31.72,19.5,21.64,32.09,23.43,26.58,25.82,29.53,23.81,22.94,22.35,26.76,45.02,88.56,37.59,52.04,58.84,77.05,56.45,46.88,78.16,49.35,98.36,66.65
2025-09-08,100.44,29.49,74.51,49.44,23.11,56.54,98.69,86.78,94.75,25.37,27.45,80.87,36.97,51.3,95.41,51.49,42.77,46.78,97.52,111.56,95.31,105.83,21.34,31.87,19.6,21.5,32.44,23.51,26.57,25.91,29.62,23.82,23.11,22.48,27.05,45.26,89.74,37.6,52.2,58.61,77.61,57.08,47.08,78.4,49.65,98.94,66.65
2025-09-09,100.24,29.45,74.37,49.42,23.06,56.53,98.45,87.49,94.66,25.34,27.41,80.78,36.93,51.27,96.06,51.38,42.61,46.71,97.4,111.36,95.1,105.67,21.3,31.8,19.58,21.47,32.28,23.47,26.55,25.85,29.58,23.8,23.06,22.41,26.92,45.22,89.23,37.56,52.13,58.51,77.46,56.82,46.94,78.29,49.63,98.84,66.6
2025-09-10,100.44,29.5,74.5,49.48,23.06,56.75,98.81,87.62,95.18,25.38,27.47,80.84,36.94,51.31,96.3,51.6,42.65,46.78,97.49,111.69,95.29,106.09,21.47,31.87,19.61,21.46,32.44,23.52,26.57,25.9,29.65,23.81,23.16,22.45,27.07,45.35,89.74,37.59,52.25,58.41,77.8,57.11,47.06,78.47,49.82,99.27,66.94
2025-09-11,100.63,29.55,74.66,49.51,23.14,56.91,99.03,88.39,95.53,25.51,27.57,81.04,37.03,51.34,97.37,51.99,42.83,46.87,97.77,112.21,95.46,106.48,21.61,32.05,19.74,21.78,32.63,23.55,26.64,25.97,29.77,23.87,23.34,22.5,27.2,45.48,90.34,37.7,52.4,59.37,78.39,57.41,47.16,78.75,50.02,99.56,67.16
2025-09-12,100.54,29.56,74.57,49.41,23.06,56.9,98.89,88.43,95.25,25.5,27.57,80.96,37.0,51.26,97.28,51.84,42.66,46.82,97.69,112.01,95.42,106.43,21.62,31.98,19.68,21.7,32.48,23.52,26.62,25.93,29.72,23.87,23.28,22.52,27.1,45.52,89.95,37.69,52.35,59.16,78.16,57.18,47.14,78.65,49.99,99.47,67.0
2025-09-15,100.71,29.68,74.71,49.46,23.16,57.01,99.18,89.06,95.59,25.6,27.71,81.19,37.1,51.32,98.02,52.08,42.86,46.92,97.99,112.36,95.73,106.63,21.71,32.1,19.78,21.63,32.57,23.58,26.7,25.97,29.79,23.93,23.38,22.57,27.17,45.67,90.16,37.78,52.47,59.01,78.51,57.33,47.27,78.81,50.12,99.83,67.16
2025-09-16,100.75,29.67,74.72,49.47,23.27,57.09,99.13,89.09,95.53,25.69,27.67,81.13,37.08,51.3,98.01,52.01,43.09,46.9,97.92,112.26,95.69,106.68,21.68,32.11,19.78,21.55,32.63,23.58,26.67,25.99,29.78,23.92,23.35,22.57,27.21,45.74,90.35,37.75,52.45,58.24,78.42,57.41,47.22,78.78,50.13,99.97,67.1
2025-09-17,100.57,29.64,74.59,49.46,23.22,57.09,98.98,89.23,95.48,25.67,27.64,81.05,37.05,51.35,98.4,51.89,43.02,46.83,97.8,112.06,95.44,106.66,21.69,32.1,19.79,21.5,32.54,23.55,26.65,25.95,29.73,23.89,23.3,22.51,27.15,45.71,90.12,37.71,52.37,58.03,78.25,57.28,47.13,78.68,50.17,99.98,67.09
2025-09-18,100.29,29.69,74.4,49.39,23.08,57.13,98.84,90.1,95.08,25.6,27.71,81.23,37.13,51.29,99.28,51.68,42.68,46.72,98.02,111.83,95.03,106.58,21.62,32.1,19.8,21.52,32.25,23.48,26.72,25.88,29.68,23.94,23.19,22.43,26.91,45.7,89.19,37.78,52.3,58.26,77.89,56.77,46.96,78.51,50.19,99.92,66.78
2025-09-19,100.29,29.71,74.43,49.39,23.04,57.08,98.78,90.41,94.98,25.61,27.73,81.26,37.14,51.28,99.62,51.6,42.55,46.72,98.09,111.74,95.19,106.47,21.64,32.13,19.79,21.39,32.22,23.47,26.72,25.87,29.68,23.96,23.16,22.46,26.87,45.69,89.02,37.79,52.3,57.86,77.8,56.68,47.04,78.54,50.15,99.92,66.73
2025-09-22,100.17,29.73,74.29,49.39,23.09,57.06,98.64,90.77,95.19,25.64,27.75,81.32,37.16,51.26,100.17,51.42,42.65,46.66,98.19,111.49,95.0,106.48,21.47,32.08,19.8,21.44,32.11,23.45,26.73,25.83,29.62,23.97,23.08,22.39,26.78,45.68,88.7,37.85,52.18,58.04,77.5,56.5,46.92,78.36,50.13,99.92,66.88
2025-09-23,100.33,29.72,74.44,49.38,23.11,57.02,98.74,90.34,95.56,25.64,27.76,81.26,37.14,51.28,99.55,51.6,42.72,46.75,98.13,111.71,95.31,106.43,21.53,32.04,19.73,21.6,32.32,23.49,26.75,25.88,29.66,23.96,23.14,22.44,26.94,45.62,89.32,37.8,52.26,58.44,77.75,56.87,47.05,78.49,50.11,99.85,67.2
2025-09-24,100.14,29.67,74.29,49.38,22.93,56.98,98.46,90.01,95.5,25.53,27.7,81.15,37.09,51.21,99.38,51.33,42.42,46.66,97.98,111.26,95.12,106.35,21.5,31.88,19.65,21.27,32.2,23.44,26.71,25.83,29.58,23.94,23.02,22.41,26.85,45.57,88.98,37.78,52.12,57.88,77.34,56.67,46.97,78.25,50.04,99.65,67.19
2025-09-25,100.0,29.59,74.21,49.35,22.79,56.91,98.3,89.61,95.26,25.4,27.63,80.92,36.99,51.17,98.84,51.24,42.15,46.6,97.67,111.06,94.97,106.25,21.44,31.71,19.53,21.19,32.17,23.41,26.63,25.81,29.54,23.88,22.99,22.4,26.83,45.54,88.98,37.66,52.04,57.68,77.21,56.63,46.93,78.11,50.01,99.54,67.03
2025-09-26,100.07,29.63,74.21,49.39,22.85,56.86,98.37,89.55,95.23,25.48,27.69,81.08,37.05,51.22,98.77,51.33,42.34,46.62,97.85,111.21,94.99,106.26,21.46,31.79,19.56,21.4,32.14,23.42,26.66,25.81,29.57,23.92,23.03,22.4,26.81,45.52,88.9,37.73,52.09,58.26,77.34,56.56,46.9,78.22,49.98,99.52,66.93
2025-09-29,100.26,29.7,74.4,49.45,22.96,56.94,98.66,90.47,95.39,25.51,27.75,81.22,37.12,51.29,99.95,51.62,42.56,46.71,98.06,111.58,95.19,106.42,21.54,31.79,19.56,21.43,32.38,23.48,26.73,25.87,29.63,23.95,23.16,22.45,27.0,45.57,89.63,37.8,52.22,58.27,77.82,56.98,47.01,78.42,50.05,99.69,67.03
2025-09-30,100.25,29.73,74.37,49.46,23.0,57.04,98.62,90.5,95.19,25.51,27.78,81.19,37.11,51.23,100.05,51.54,42.6,46.71,97.99,111.47,95.15,106.49,21.56,31.62,19.43,21.57,32.31,23.47,26.73,25.85,29.63,23.94,23.12,22.44,26.95,45.57,89.37,37.78,52.22,58.72,77.65,56.86,46.96,78.38,50.07,99.77,66.9
2025-10-01,100.18,29.63,74.32,49.38,22.99,56.96,98.55,91.32,95.12,25.43,27.7,80.96,36.99,51.27,100.82,51.51,42.64,46.65,97.64,111.51,95.12,106.39,21.64,31.73,19.55,21.57,32.25,23.45,26.61,25.84,29.6,23.84,23.11,22.43,26.92,45.48,89.29,37.65,52.16,58.82,77.63,56.79,46.96,78.34,49.99,99.56,66.8
